d_electrode[mm], C0[F]
2.149,-4.74630E-013
2.15,-4.74520E-013
2.151,-4.74420E-013
2.152,-4.74310E-013
2.153,-4.74210E-013
2.154,-4.74100E-013
2.155,-4.74000E-013
2.156,-4.73890E-013
2.157,-4.73790E-013
2.158,-4.73680E-013
2.159,-4.73580E-013
2.16,-4.73470E-013
2.161,-4.73360E-013
2.162,-4.73260E-013
2.163,-4.73150E-013
2.164,-4.73050E-013
2.165,-4.72950E-013
2.166,-4.72840E-013
2.167,-4.72740E-013
2.168,-4.72630E-013
2.169,-4.72530E-013
2.17,-4.72420E-013
2.171,-4.72320E-013
2.172,-4.72210E-013
2.173,-4.72110E-013
2.174,-4.72000E-013
2.175,-4.71890E-013
2.176,-4.71790E-013
2.177,-4.71680E-013
2.178,-4.71580E-013
2.179,-4.71480E-013
2.18,-4.71370E-013
2.181,-4.71270E-013
2.182,-4.71160E-013
2.183,-4.71060E-013
2.184,-4.70960E-013
2.185,-4.70850E-013
2.186,-4.70750E-013
2.187,-4.70640E-013
2.188,-4.70540E-013
2.189,-4.70440E-013
2.19,-4.70330E-013
2.191,-4.70230E-013
2.192,-4.70130E-013
2.193,-4.70020E-013
2.194,-4.69920E-013
2.195,-4.69820E-013
2.196,-4.69710E-013
2.197,-4.69610E-013
2.198,-4.69510E-013
2.199,-4.69400E-013
2.2,-4.69300E-013
2.201,-4.69200E-013
2.202,-4.69090E-013
2.203,-4.68990E-013
2.204,-4.68890E-013
2.205,-4.68780E-013
2.206,-4.68680E-013
2.207,-4.68580E-013
2.208,-4.68470E-013
2.209,-4.68370E-013
2.21,-4.68270E-013
2.211,-4.68170E-013
2.212,-4.68060E-013
2.213,-4.67960E-013
2.214,-4.67860E-013
2.215,-4.67760E-013
2.216,-4.67650E-013
2.217,-4.67550E-013
2.218,-4.67450E-013
2.219,-4.67350E-013
2.22,-4.67250E-013
2.221,-4.67140E-013
2.222,-4.67040E-013
2.223,-4.66940E-013
2.224,-4.66840E-013
2.225,-4.66740E-013
2.226,-4.66630E-013
2.227,-4.66530E-013
2.228,-4.66430E-013
2.229,-4.66330E-013
2.23,-4.66230E-013
2.231,-4.66120E-013
2.232,-4.66020E-013
2.233,-4.65920E-013
2.234,-4.65820E-013
2.235,-4.65720E-013
2.236,-4.65620E-013
2.237,-4.65520E-013
2.238,-4.65410E-013
2.239,-4.65310E-013
2.24,-4.65210E-013
2.241,-4.65110E-013
2.242,-4.65010E-013
2.243,-4.64910E-013
2.244,-4.64810E-013
2.245,-4.64710E-013
2.246,-4.64610E-013
2.247,-4.64500E-013
2.248,-4.64400E-013
2.249,-4.64300E-013
2.25,-4.64200E-013
2.251,-4.64100E-013
2.252,-4.64000E-013
2.253,-4.63900E-013
2.254,-4.63800E-013
2.255,-4.63700E-013
2.256,-4.63600E-013
2.257,-4.63500E-013
2.258,-4.63400E-013
2.259,-4.63300E-013
2.26,-4.63200E-013
2.261,-4.63100E-013
2.262,-4.63000E-013
2.263,-4.62900E-013
2.264,-4.62800E-013
2.265,-4.62700E-013
2.266,-4.62600E-013
2.267,-4.62500E-013
2.268,-4.62400E-013
2.269,-4.62300E-013
2.27,-4.62200E-013
2.271,-4.62100E-013
2.272,-4.62000E-013
2.273,-4.61900E-013
2.274,-4.61800E-013
2.275,-4.61700E-013
2.276,-4.61600E-013
2.277,-4.61500E-013
2.278,-4.61400E-013
2.279,-4.61300E-013
2.28,-4.61200E-013
2.281,-4.61100E-013
2.282,-4.61000E-013
2.283,-4.60900E-013
2.284,-4.60800E-013
2.285,-4.60710E-013
2.286,-4.60610E-013
2.287,-4.60510E-013
2.288,-4.60410E-013
2.289,-4.60310E-013
2.29,-4.60210E-013
2.291,-4.60120E-013
2.292,-4.60020E-013
2.293,-4.59930E-013
2.294,-4.59830E-013
2.295,-4.59730E-013
2.296,-4.59630E-013
2.297,-4.59530E-013
2.298,-4.59440E-013
2.299,-4.59340E-013
2.3,-4.59240E-013
2.301,-4.59140E-013
2.302,-4.59040E-013
2.303,-4.58940E-013
2.304,-4.58850E-013
2.305,-4.58750E-013
2.306,-4.58650E-013
2.307,-4.58550E-013
2.308,-4.58450E-013
2.309,-4.58350E-013
2.31,-4.58260E-013
2.311,-4.58160E-013
2.312,-4.58060E-013
2.313,-4.57960E-013
2.314,-4.57870E-013
2.315,-4.57770E-013
2.316,-4.57670E-013
2.317,-4.57570E-013
2.318,-4.57470E-013
2.319,-4.57380E-013
2.32,-4.57280E-013
2.321,-4.57180E-013
2.322,-4.57080E-013
2.323,-4.56990E-013
2.324,-4.56890E-013
2.325,-4.56790E-013
2.326,-4.56700E-013
2.327,-4.56600E-013
2.328,-4.56500E-013
2.329,-4.56400E-013
2.33,-4.56310E-013
2.331,-4.56210E-013
2.332,-4.56110E-013
2.333,-4.56020E-013
2.334,-4.55920E-013
2.335,-4.55820E-013
2.336,-4.55730E-013
2.337,-4.55630E-013
2.338,-4.55530E-013
2.339,-4.55440E-013
2.34,-4.55340E-013
2.341,-4.55240E-013
2.342,-4.55150E-013
2.343,-4.55050E-013
2.344,-4.54950E-013
2.345,-4.54860E-013
2.346,-4.54760E-013
2.347,-4.54660E-013
2.348,-4.54570E-013
2.349,-4.54470E-013
2.35,-4.54380E-013
2.351,-4.54280E-013
2.352,-4.54180E-013
2.353,-4.54090E-013
2.354,-4.53990E-013
2.355,-4.53900E-013
2.356,-4.53800E-013
2.357,-4.53700E-013
2.358,-4.53610E-013
2.359,-4.53510E-013
2.36,-4.53420E-013
2.361,-4.53320E-013
2.362,-4.53230E-013
2.363,-4.53130E-013
2.364,-4.53030E-013
2.365,-4.52940E-013
2.366,-4.52840E-013
2.367,-4.52750E-013
2.368,-4.52650E-013
2.369,-4.52560E-013
2.37,-4.52460E-013
2.371,-4.52370E-013
2.372,-4.52270E-013
2.373,-4.52180E-013
2.374,-4.52080E-013
2.375,-4.51990E-013
2.376,-4.51890E-013
2.377,-4.51800E-013
2.378,-4.51700E-013
2.379,-4.51610E-013
2.38,-4.51510E-013
2.381,-4.51420E-013
2.382,-4.51320E-013
2.383,-4.51230E-013
2.384,-4.51120E-013
2.385,-4.51030E-013
2.386,-4.50930E-013
2.387,-4.50840E-013
2.388,-4.50740E-013
2.389,-4.50650E-013
2.39,-4.50550E-013
2.391,-4.50460E-013
2.392,-4.50370E-013
2.393,-4.50270E-013
2.394,-4.50180E-013
2.395,-4.50080E-013
2.396,-4.49990E-013
2.397,-4.49890E-013
2.398,-4.49800E-013
2.399,-4.49710E-013
2.4,-4.49610E-013
2.401,-4.49520E-013
2.402,-4.49420E-013
2.403,-4.49330E-013
2.404,-4.49240E-013
2.405,-4.49140E-013
2.406,-4.49050E-013
2.407,-4.48960E-013
2.408,-4.48860E-013
2.409,-4.48770E-013
2.41,-4.48670E-013
2.411,-4.48580E-013
2.412,-4.48490E-013
2.413,-4.48390E-013
2.414,-4.48300E-013
2.415,-4.48210E-013
2.416,-4.48110E-013
2.417,-4.48020E-013
2.418,-4.47930E-013
2.419,-4.47830E-013
2.42,-4.47740E-013
2.421,-4.47650E-013
2.422,-4.47550E-013
2.423,-4.47460E-013
2.424,-4.47360E-013
2.425,-4.47260E-013
2.426,-4.47170E-013
2.427,-4.47080E-013
2.428,-4.46980E-013
2.429,-4.46890E-013
2.43,-4.46800E-013
2.431,-4.46710E-013
2.432,-4.46610E-013
2.433,-4.46520E-013
2.434,-4.46430E-013
2.435,-4.46340E-013
2.436,-4.46240E-013
2.437,-4.46150E-013
2.438,-4.46060E-013
2.439,-4.45970E-013
2.44,-4.45870E-013
2.441,-4.45780E-013
2.442,-4.45690E-013
2.443,-4.45600E-013
2.444,-4.45500E-013
2.445,-4.45410E-013
2.446,-4.45320E-013
2.447,-4.45230E-013
2.448,-4.45140E-013
2.449,-4.45040E-013
2.45,-4.44950E-013
2.451,-4.44860E-013
2.452,-4.44770E-013
2.453,-4.44680E-013
2.454,-4.44580E-013
2.455,-4.44490E-013
2.456,-4.44400E-013
2.457,-4.44310E-013
2.458,-4.44220E-013
2.459,-4.44130E-013
2.46,-4.44030E-013
2.461,-4.43940E-013
2.462,-4.43850E-013
2.463,-4.43760E-013
2.464,-4.43670E-013
2.465,-4.43580E-013
2.466,-4.43490E-013
2.467,-4.43390E-013
2.468,-4.43300E-013
2.469,-4.43210E-013
2.47,-4.43120E-013
2.471,-4.43030E-013
2.472,-4.42940E-013
2.473,-4.42850E-013
2.474,-4.42760E-013
2.475,-4.42670E-013
2.476,-4.42570E-013
2.477,-4.42480E-013
2.478,-4.42390E-013
2.479,-4.42300E-013
2.48,-4.42210E-013
2.481,-4.42120E-013
2.482,-4.42030E-013
2.483,-4.41940E-013
2.484,-4.41850E-013
2.485,-4.41760E-013
2.486,-4.41670E-013
2.487,-4.41580E-013
2.488,-4.41490E-013
2.489,-4.41400E-013
2.49,-4.41310E-013
2.491,-4.41220E-013
2.492,-4.41130E-013
2.493,-4.41040E-013
2.494,-4.40940E-013
2.495,-4.40850E-013
2.496,-4.40760E-013
2.497,-4.40670E-013
2.498,-4.40580E-013
2.499,-4.40490E-013
2.5,-4.40400E-013
2.501,-4.40310E-013
2.502,-4.40220E-013
2.503,-4.40130E-013
2.504,-4.40040E-013
2.505,-4.39950E-013
2.506,-4.39870E-013
2.507,-4.39780E-013
2.508,-4.39690E-013
2.509,-4.39600E-013
2.51,-4.39510E-013
2.511,-4.39420E-013
2.512,-4.39330E-013
2.513,-4.39240E-013
2.514,-4.39150E-013
2.515,-4.39060E-013
2.516,-4.38970E-013
2.517,-4.38880E-013
2.518,-4.38790E-013
2.519,-4.38700E-013
2.52,-4.38610E-013
2.521,-4.38520E-013
2.522,-4.38430E-013
2.523,-4.38350E-013
2.524,-4.38260E-013
2.525,-4.38170E-013
2.526,-4.38080E-013
2.527,-4.37990E-013
2.528,-4.37900E-013
2.529,-4.37810E-013
2.53,-4.37720E-013
2.531,-4.37630E-013
2.532,-4.37550E-013
2.533,-4.37460E-013
2.534,-4.37370E-013
2.535,-4.37280E-013
2.536,-4.37190E-013
2.537,-4.37100E-013
2.538,-4.37010E-013
2.539,-4.36920E-013
2.54,-4.36840E-013
2.541,-4.36750E-013
2.542,-4.36660E-013
2.543,-4.36570E-013
2.544,-4.36480E-013
2.545,-4.36390E-013
2.546,-4.36310E-013
2.547,-4.36220E-013
2.548,-4.36130E-013
2.549,-4.36040E-013
2.55,-4.35950E-013
2.551,-4.35870E-013
2.552,-4.35780E-013
2.553,-4.35690E-013
2.554,-4.35600E-013
2.555,-4.35510E-013
2.556,-4.35430E-013
2.557,-4.35340E-013
2.558,-4.35260E-013
2.559,-4.35170E-013
2.56,-4.35080E-013
2.561,-4.34990E-013
2.562,-4.34910E-013
2.563,-4.34820E-013
2.564,-4.34730E-013
2.565,-4.34640E-013
2.566,-4.34560E-013
2.567,-4.34470E-013
2.568,-4.34380E-013
2.569,-4.34290E-013
2.57,-4.34210E-013
2.571,-4.34120E-013
2.572,-4.34030E-013
2.573,-4.33940E-013
2.574,-4.33860E-013
2.575,-4.33770E-013
2.576,-4.33680E-013
2.577,-4.33590E-013
2.578,-4.33510E-013
2.579,-4.33420E-013
2.58,-4.33330E-013
2.581,-4.33250E-013
2.582,-4.33160E-013
2.583,-4.33070E-013
2.584,-4.32990E-013
2.585,-4.32900E-013
2.586,-4.32810E-013
2.587,-4.32730E-013
2.588,-4.32640E-013
2.589,-4.32550E-013
2.59,-4.32470E-013
2.591,-4.32380E-013
2.592,-4.32290E-013
2.593,-4.32210E-013
2.594,-4.32120E-013
2.595,-4.32030E-013
2.596,-4.31950E-013
2.597,-4.31860E-013
2.598,-4.31770E-013
2.599,-4.31690E-013
2.6,-4.31600E-013
2.601,-4.31520E-013
2.602,-4.31430E-013
2.603,-4.31340E-013
2.604,-4.31260E-013
2.605,-4.31170E-013
2.606,-4.31080E-013
2.607,-4.31000E-013
2.608,-4.30910E-013
2.609,-4.30830E-013
2.61,-4.30740E-013
2.611,-4.30650E-013
2.612,-4.30570E-013
2.613,-4.30480E-013
2.614,-4.30400E-013
2.615,-4.30310E-013
2.616,-4.30230E-013
2.617,-4.30140E-013
2.618,-4.30050E-013
2.619,-4.29970E-013
2.62,-4.29880E-013
2.621,-4.29800E-013
2.622,-4.29710E-013
2.623,-4.29630E-013
2.624,-4.29540E-013
2.625,-4.29460E-013
2.626,-4.29370E-013
2.627,-4.29290E-013
2.628,-4.29200E-013
2.629,-4.29110E-013
2.63,-4.29030E-013
2.631,-4.28940E-013
2.632,-4.28860E-013
2.633,-4.28770E-013
2.634,-4.28690E-013
2.635,-4.28600E-013
2.636,-4.28520E-013
2.637,-4.28430E-013
2.638,-4.28350E-013
2.639,-4.28260E-013
2.64,-4.28180E-013
2.641,-4.28090E-013
2.642,-4.28010E-013
2.643,-4.27930E-013
2.644,-4.27840E-013
2.645,-4.27760E-013
2.646,-4.27670E-013
2.647,-4.27590E-013
2.648,-4.27500E-013
2.649,-4.27420E-013
2.65,-4.27330E-013
2.651,-4.27250E-013
2.652,-4.27160E-013
2.653,-4.27080E-013
2.654,-4.26990E-013
2.655,-4.26910E-013
2.656,-4.26830E-013
2.657,-4.26740E-013
2.658,-4.26660E-013
2.659,-4.26570E-013
2.66,-4.26490E-013
2.661,-4.26410E-013
2.662,-4.26320E-013
2.663,-4.26240E-013
2.664,-4.26150E-013
2.665,-4.26070E-013
2.666,-4.25980E-013
2.667,-4.25900E-013
2.668,-4.25820E-013
2.669,-4.25730E-013
2.67,-4.25650E-013
2.671,-4.25570E-013
2.672,-4.25480E-013
2.673,-4.25400E-013
2.674,-4.25310E-013
2.675,-4.25230E-013
2.676,-4.25150E-013
2.677,-4.25060E-013
2.678,-4.24980E-013
2.679,-4.24900E-013
2.68,-4.24810E-013
2.681,-4.24730E-013
2.682,-4.24650E-013
2.683,-4.24560E-013
2.684,-4.24480E-013
2.685,-4.24400E-013
2.686,-4.24310E-013
2.687,-4.24230E-013
2.688,-4.24150E-013
2.689,-4.24060E-013
2.69,-4.23980E-013
2.691,-4.23900E-013
2.692,-4.23810E-013
2.693,-4.23730E-013
2.694,-4.23650E-013
2.695,-4.23560E-013
2.696,-4.23480E-013
2.697,-4.23400E-013
2.698,-4.23320E-013
2.699,-4.23230E-013
2.7,-4.23150E-013
2.701,-4.23070E-013
2.702,-4.22980E-013
2.703,-4.22900E-013
2.704,-4.22820E-013
2.705,-4.22740E-013
2.706,-4.22650E-013
2.707,-4.22570E-013
2.708,-4.22490E-013
2.709,-4.22410E-013
2.71,-4.22320E-013
2.711,-4.22240E-013
2.712,-4.22160E-013
2.713,-4.22080E-013
2.714,-4.21990E-013
2.715,-4.21910E-013
2.716,-4.21830E-013
2.717,-4.21750E-013
2.718,-4.21660E-013
2.719,-4.21580E-013
2.72,-4.21500E-013
2.721,-4.21420E-013
2.722,-4.21340E-013
2.723,-4.21250E-013
2.724,-4.21170E-013
2.725,-4.21090E-013
2.726,-4.21010E-013
2.727,-4.20930E-013
2.728,-4.20840E-013
2.729,-4.20760E-013
2.73,-4.20680E-013
2.731,-4.20600E-013
2.732,-4.20520E-013
2.733,-4.20430E-013
2.734,-4.20340E-013
2.735,-4.20260E-013
2.736,-4.20180E-013
2.737,-4.20100E-013
2.738,-4.20020E-013
2.739,-4.19930E-013
2.74,-4.19850E-013
2.741,-4.19770E-013
2.742,-4.19690E-013
2.743,-4.19610E-013
2.744,-4.19530E-013
2.745,-4.19450E-013
2.746,-4.19360E-013
2.747,-4.19280E-013
2.748,-4.19200E-013
2.749,-4.19120E-013
2.75,-4.19040E-013
2.751,-4.18960E-013
2.752,-4.18880E-013
2.753,-4.18800E-013
2.754,-4.18710E-013
2.755,-4.18630E-013
2.756,-4.18550E-013
2.757,-4.18470E-013
2.758,-4.18390E-013
2.759,-4.18310E-013
2.76,-4.18230E-013
2.761,-4.18150E-013
2.762,-4.18070E-013
2.763,-4.17990E-013
2.764,-4.17910E-013
2.765,-4.17820E-013
2.766,-4.17740E-013
2.767,-4.17660E-013
2.768,-4.17580E-013
2.769,-4.17500E-013
2.77,-4.17420E-013
2.771,-4.17340E-013
2.772,-4.17260E-013
2.773,-4.17180E-013
2.774,-4.17100E-013
2.775,-4.17020E-013
2.776,-4.16940E-013
2.777,-4.16860E-013
2.778,-4.16780E-013
2.779,-4.16700E-013
2.78,-4.16620E-013
2.781,-4.16540E-013
2.782,-4.16460E-013
2.783,-4.16380E-013
2.784,-4.16300E-013
2.785,-4.16220E-013
2.786,-4.16140E-013
2.787,-4.16060E-013
2.788,-4.15980E-013
2.789,-4.15900E-013
2.79,-4.15820E-013
2.791,-4.15740E-013
2.792,-4.15660E-013
2.793,-4.15580E-013
2.794,-4.15500E-013
2.795,-4.15420E-013
2.796,-4.15340E-013
2.797,-4.15260E-013
2.798,-4.15180E-013
2.799,-4.15100E-013
2.8,-4.15020E-013
2.801,-4.14940E-013
2.802,-4.14860E-013
2.803,-4.14780E-013
2.804,-4.14700E-013
2.805,-4.14620E-013
2.806,-4.14540E-013
2.807,-4.14470E-013
2.808,-4.14390E-013
2.809,-4.14310E-013
2.81,-4.14230E-013
2.811,-4.14150E-013
2.812,-4.14070E-013
2.813,-4.13990E-013
2.814,-4.13910E-013
2.815,-4.13830E-013
2.816,-4.13750E-013
2.817,-4.13670E-013
2.818,-4.13590E-013
2.819,-4.13510E-013
2.82,-4.13430E-013
2.821,-4.13360E-013
2.822,-4.13280E-013
2.823,-4.13200E-013
2.824,-4.13120E-013
2.825,-4.13040E-013
2.826,-4.12960E-013
2.827,-4.12880E-013
2.828,-4.12800E-013
2.829,-4.12720E-013
2.83,-4.12650E-013
2.831,-4.12570E-013
2.832,-4.12490E-013
2.833,-4.12410E-013
2.834,-4.12330E-013
2.835,-4.12250E-013
2.836,-4.12170E-013
2.837,-4.12100E-013
2.838,-4.12020E-013
2.839,-4.11940E-013
2.84,-4.11860E-013
2.841,-4.11780E-013
2.842,-4.11700E-013
2.843,-4.11630E-013
2.844,-4.11550E-013
2.845,-4.11470E-013
2.846,-4.11390E-013
2.847,-4.11310E-013
2.848,-4.11230E-013
2.849,-4.11160E-013
2.85,-4.11080E-013
2.851,-4.11000E-013
2.852,-4.10920E-013
2.853,-4.10840E-013
2.854,-4.10770E-013
2.855,-4.10690E-013
2.856,-4.10610E-013
2.857,-4.10530E-013
2.858,-4.10450E-013
2.859,-4.10380E-013
2.86,-4.10300E-013
2.861,-4.10220E-013
2.862,-4.10140E-013
2.863,-4.10060E-013
2.864,-4.09990E-013
2.865,-4.09910E-013
2.866,-4.09830E-013
2.867,-4.09750E-013
2.868,-4.09680E-013
2.869,-4.09600E-013
2.87,-4.09520E-013
2.871,-4.09440E-013
2.872,-4.09370E-013
2.873,-4.09290E-013
2.874,-4.09210E-013
2.875,-4.09130E-013
2.876,-4.09060E-013
2.877,-4.08980E-013
2.878,-4.08900E-013
2.879,-4.08820E-013
2.88,-4.08750E-013
2.881,-4.08670E-013
2.882,-4.08590E-013
2.883,-4.08520E-013
2.884,-4.08440E-013
2.885,-4.08360E-013
2.886,-4.08280E-013
2.887,-4.08210E-013
2.888,-4.08130E-013
2.889,-4.08050E-013
2.89,-4.07980E-013
2.891,-4.07900E-013
2.892,-4.07820E-013
2.893,-4.07740E-013
2.894,-4.07670E-013
2.895,-4.07590E-013
2.896,-4.07510E-013
2.897,-4.07440E-013
2.898,-4.07360E-013
2.899,-4.07280E-013
2.9,-4.07210E-013
2.901,-4.07130E-013
2.902,-4.07050E-013
2.903,-4.06980E-013
2.904,-4.06900E-013
2.905,-4.06820E-013
2.906,-4.06750E-013
2.907,-4.06670E-013
2.908,-4.06590E-013
2.909,-4.06520E-013
2.91,-4.06440E-013
2.911,-4.06370E-013
2.912,-4.06290E-013
2.913,-4.06210E-013
2.914,-4.06140E-013
2.915,-4.06060E-013
2.916,-4.05980E-013
2.917,-4.05910E-013
2.918,-4.05830E-013
2.919,-4.05760E-013
2.92,-4.05680E-013
2.921,-4.05600E-013
2.922,-4.05530E-013
2.923,-4.05450E-013
2.924,-4.05380E-013
2.925,-4.05300E-013
2.926,-4.05220E-013
2.927,-4.05150E-013
2.928,-4.05070E-013
2.929,-4.05000E-013
2.93,-4.04920E-013
2.931,-4.04840E-013
2.932,-4.04770E-013
2.933,-4.04690E-013
2.934,-4.04620E-013
2.935,-4.04540E-013
2.936,-4.04470E-013
2.937,-4.04390E-013
2.938,-4.04310E-013
2.939,-4.04240E-013
2.94,-4.04160E-013
2.941,-4.04090E-013
2.942,-4.04010E-013
2.943,-4.03940E-013
2.944,-4.03860E-013
2.945,-4.03790E-013
2.946,-4.03710E-013
2.947,-4.03630E-013
2.948,-4.03560E-013
2.949,-4.03480E-013
2.95,-4.03410E-013
2.951,-4.03330E-013
2.952,-4.03260E-013
2.953,-4.03180E-013
2.954,-4.03110E-013
2.955,-4.03030E-013
2.956,-4.02960E-013
2.957,-4.02880E-013
2.958,-4.02810E-013
2.959,-4.02730E-013
2.96,-4.02660E-013
2.961,-4.02580E-013
2.962,-4.02510E-013
2.963,-4.02430E-013
2.964,-4.02360E-013
2.965,-4.02280E-013
2.966,-4.02210E-013
2.967,-4.02130E-013
2.968,-4.02060E-013
2.969,-4.01980E-013
2.97,-4.01910E-013
2.971,-4.01830E-013
2.972,-4.01760E-013
2.973,-4.01680E-013
2.974,-4.01610E-013
2.975,-4.01530E-013
2.976,-4.01460E-013
2.977,-4.01380E-013
2.978,-4.01310E-013
2.979,-4.01240E-013
2.98,-4.01160E-013
2.981,-4.01090E-013
2.982,-4.01010E-013
2.983,-4.00940E-013
2.984,-4.00860E-013
2.985,-4.00790E-013
2.986,-4.00710E-013
2.987,-4.00640E-013
2.988,-4.00570E-013
2.989,-4.00490E-013
2.99,-4.00420E-013
2.991,-4.00340E-013
2.992,-4.00270E-013
2.993,-4.00190E-013
2.994,-4.00120E-013
2.995,-4.00050E-013
2.996,-3.99970E-013
2.997,-3.99900E-013
2.998,-3.99820E-013
2.999,-3.99750E-013
3,-3.99680E-013
